id,price,year,manufacturer,condition,fuel,odometer
647,12497,2019,chevrolet,good,gas,50003
648,18997,2015,dodge,good,gas,63375
649,15997,2018,subaru,good,gas,87168
650,17997,2017,subaru,good,gas,58069
651,11997,2015,ford,good,gas,71032
652,13497,2016,nissan,good,gas,97786
653,14997,2017,honda,good,gas,29629
654,12997,2017,chevrolet,good,gas,71151
655,10995,2010,ford,excellent,gas,120705
656,29990,2018,audi,good,gas,23559
657,34590,2018,audi,good,gas,26811
658,29990,2018,buick,good,gas,34870
659,19990,2020,kia,good,gas,1997
660,14990,2016,kia,good,gas,43223
661,32590,2013,lexus,good,gas,30384
662,24990,2012,lexus,good,gas,51724
663,37990,2018,lexus,good,gas,32952
664,17590,2015,volvo,good,gas,63512
665,31590,2020,cadillac,good,gas,12458
666,43990,2013,chevrolet,good,gas,7803
667,24590,2018,acura,good,gas,30316
668,11995,2015,chevrolet,good,gas,89011
669,32590,2018,bmw,good,gas,32757
670,21500,2015,jeep,like new,gas,108000
671,31590,2018,bmw,good,gas,35859
672,37990,2020,bmw,good,gas,25951
673,8499,2013,ford,good,gas,108248
674,31590,2017,bmw,good,gas,20652
675,5000,2010,kia,good,gas,212875
676,26590,2018,lincoln,good,gas,19506
677,39590,2020,jeep,good,gas,28240
678,29990,2018,jeep,good,gas,49762
679,31590,2017,jeep,good,gas,19141
680,23590,2017,infiniti,good,gas,36995
681,41590,2020,buick,good,gas,29010
682,16990,2018,kia,good,gas,18805
683,16590,2020,kia,good,gas,24060
684,30590,2020,volvo,good,gas,12029
685,21900,2017,toyota,excellent,hybrid,19000
686,14000,2005,chevrolet,good,diesel,228000
687,4995,2008,chrysler,excellent,gas,169555
688,29990,2016,chevrolet,good,gas,17302
689,29500,2014,gmc,excellent,gas,76648
690,15000,2016,ford,excellent,gas,121000
691,9000,1981,jeep,fair,gas,50000
692,8900,2000,chevrolet,good,gas,125000
693,32590,2017,jeep,good,gas,34703
694,3200,1999,gmc,fair,gas,172000
695,27990,2012,gmc,good,gas,68696
696,32900,2019,jeep,like new,gas,43211
697,10300,2008,saturn,excellent,gas,113000
698,37590,2020,dodge,good,gas,1937
699,30500,2018,jeep,excellent,gas,59000
700,3000,2007,ford,good,gas,217435
701,38590,2019,acura,good,gas,28086
702,3695,2003,ford,excellent,gas,150000
703,4500,2009,saturn,good,gas,191190
704,13750,2008,bmw,excellent,gas,55760
705,2250,1997,ford,fair,gas,122156
706,26500,2016,ram,excellent,gas,40000
707,31990,2018,ram,good,gas,27426
708,29990,2016,nissan,good,gas,24661
709,39990,2018,ford,good,gas,32143
710,36500,2014,chevrolet,excellent,gas,30000
711,21500,2015,jeep,like new,gas,66000
712,25900,2020,chevrolet,like new,gas,8600
713,19995,2002,gmc,excellent,gas,79000
714,2300,2003,chevrolet,good,gas,173630
715,3900,2011,kia,excellent,gas,136000
716,26000,2015,ford,like new,gas,135927
717,34700,2014,chevrolet,excellent,gas,101000
718,11995,2016,chrysler,good,gas,131000
719,39590,2018,toyota,good,gas,34199
720,28500,2016,infiniti,like new,gas,112000
721,29990,2014,chevrolet,good,gas,26129
722,7950,2013,chevrolet,excellent,gas,84592
723,2200,1995,jeep,good,gas,206000
724,4000,2005,ford,good,gas,164227
725,14995,2004,ford,excellent,diesel,117000
726,20590,2019,dodge,good,gas,17213
727,33590,2018,lexus,good,gas,30814
728,19590,2013,lexus,good,gas,72857
729,11900,2014,chevrolet,fair,gas,155000
730,9500,2015,dodge,good,gas,136000
731,23590,2018,chrysler,good,gas,42786
732,24990,2018,chrysler,good,gas,15608
733,23590,2017,chrysler,good,gas,27382
734,5500,2000,jeep,good,gas,176310
735,9000,2013,dodge,excellent,gas,113500
736,16000,2010,ford,excellent,gas,55900
737,32990,2017,audi,good,gas,58109
738,4000,2012,gmc,excellent,gas,154265
739,16800,2014,gmc,excellent,gas,98000
740,13800,2008,ford,excellent,gas,115777
741,40590,2018,lexus,good,gas,9173
742,9500,1986,mazda,good,gas,138700
743,49990,2018,bmw,good,gas,17083
744,27000,2012,jeep,excellent,gas,33000
745,22990,2015,chevrolet,good,gas,25865
746,16000,2014,ford,good,gas,67900
747,2000,1999,chrysler,good,gas,155000
748,36990,2018,jeep,good,gas,21534
749,40990,2018,jeep,good,gas,27605
750,14000,2007,toyota,excellent,gas,222000
751,25990,2019,honda,good,gas,15674
752,8590,2012,honda,good,gas,82848
753,19990,2018,hyundai,good,gas,25519
754,18500,2012,chevrolet,good,gas,163000
755,7500,2014,chevrolet,excellent,gas,113000
756,20590,2019,chevrolet,good,gas,6523
757,17990,2019,chevrolet,good,gas,21125
758,15995,2017,dodge,excellent,gas,88000
759,18995,2013,chevrolet,good,gas,120000
760,17000,2014,honda,like new,gas,45600
761,21590,2019,dodge,good,gas,21482
762,22990,2013,lexus,good,gas,54357
763,26990,2018,alfa-romeo,good,gas,14017
764,29590,2017,lexus,good,gas,40565
765,6500,2010,gmc,good,gas,133000
766,21990,2016,chrysler,good,gas,51348
767,17300,2017,ford,like new,gas,54005
768,9900,2009,gmc,excellent,gas,90000
769,26990,2017,buick,good,gas,50595
770,41590,2020,audi,good,gas,27160
771,17500,2015,chevrolet,excellent,gas,157000
772,8500,2010,gmc,fair,gas,173000
773,20995,2013,ford,good,gas,124000
774,18500,2013,ram,excellent,gas,139000
775,20990,2018,hyundai,good,gas,37767
776,16990,2017,hyundai,good,gas,68426
777,3500,2001,chevrolet,good,gas,150000
778,30990,2017,jeep,good,gas,43039
779,24500,2006,ford,excellent,diesel,147000
780,9950,2010,ford,excellent,gas,177000
781,10500,2010,chevrolet,good,gas,192458
782,17990,2019,chevrolet,good,gas,17677
783,26000,2015,ford,excellent,gas,135926
784,27399,2016,chevrolet,good,gas,159750
785,42999,2015,ford,good,gas,143783
786,22999,2013,cadillac,good,gas,114357
787,65999,2020,chevrolet,good,gas,49380
788,13999,2013,honda,good,gas,157096
789,8999,2011,ford,good,gas,160483
790,11699,2013,gmc,good,gas,99218
791,25999,2016,ram,good,gas,125266
792,26999,2008,chevrolet,good,gas,73477
793,19999,2012,chevrolet,good,gas,135897
794,9999,2007,ram,good,gas,145686
795,7500,2004,toyota,good,gas,162782
796,16990,2015,dodge,good,gas,77833
797,22990,2014,lexus,good,gas,53050
798,35900,2010,ford,like new,diesel,60000
799,6995,2014,ford,excellent,gas,105000
800,6995,2013,ford,excellent,gas,93000
801,8500,2016,ford,excellent,gas,109000
802,28590,2014,lexus,good,gas,87126
803,19590,2017,chrysler,good,gas,70310
804,43990,2020,buick,good,gas,5217
805,25000,2015,bmw,excellent,gas,89000
806,34500,2016,dodge,excellent,gas,40800
807,2400,2007,dodge,excellent,gas,140000
808,13900,2017,ford,excellent,gas,55999
809,18500,2020,chevrolet,excellent,gas,10500
810,4000,2007,chevrolet,good,gas,95000
811,7000,2003,ram,excellent,gas,123000
812,15995,2018,chevrolet,excellent,gas,98539
813,17990,2015,honda,good,gas,28680
814,18900,2017,lincoln,excellent,gas,25000
815,7995,2014,chevrolet,excellent,gas,81453
816,20590,2016,toyota,good,hybrid,26808
817,11000,2007,chevrolet,good,gas,165336
818,6500,2010,toyota,good,gas,99045
819,21500,1999,chevrolet,excellent,gas,117527
820,11500,2012,ford,excellent,gas,60000
821,4800,2008,buick,excellent,gas,120000
822,7500,2007,chevrolet,good,gas,241356
823,17900,2017,buick,excellent,gas,57250
824,6995,2012,ford,like new,gas,110466
825,5995,2009,chrysler,excellent,gas,139684
826,6500,2003,chevrolet,excellent,gas,212330
827,9950,2008,dodge,like new,gas,154391
828,3000,2010,ford,good,gas,182000
829,8995,2014,chevrolet,like new,gas,97069
830,3200,2010,ford,fair,gas,140000
831,9995,2015,buick,like new,gas,98859
832,8995,2012,chevrolet,like new,gas,88807
833,5900,2008,pontiac,excellent,gas,148135
834,21990,2009,saturn,good,gas,11327
835,10995,2016,ford,like new,gas,108625
836,5995,2008,saturn,excellent,gas,69625
837,7250,2011,ford,excellent,gas,184101
838,15950,2015,jeep,like new,gas,60461
839,7950,2012,buick,like new,gas,136206
840,30900,2019,ram,excellent,gas,8750
841,12000,2011,ram,good,gas,138500
842,2900,2005,gmc,fair,gas,120000
843,34990,2019,honda,good,gas,13500
844,7800,2008,bmw,excellent,gas,104000
845,7000,2013,dodge,good,gas,95000
846,13500,2014,ford,like new,gas,36300
847,30590,2018,subaru,good,gas,9489
848,3995,2008,chevrolet,excellent,gas,166327
849,14000,2011,ford,excellent,gas,72000
850,6700,1999,chevrolet,good,gas,178500
851,12995,2013,chevrolet,like new,gas,49000
852,5995,2014,nissan,excellent,gas,121194
853,22600,2017,chevrolet,excellent,gas,101500
854,5800,2007,toyota,good,gas,140000
855,6800,2012,dodge,excellent,gas,129000
856,16995,2017,ford,like new,gas,79000
857,4900,2009,jeep,good,gas,132000
858,16990,2019,hyundai,good,gas,11884
859,8999,2012,ford,good,gas,101189
860,10995,2011,ford,like new,gas,186000
861,9995,2011,chevrolet,like new,gas,150000
862,13995,2014,honda,like new,gas,72000
863,11995,2014,chevrolet,like new,gas,156000
864,29999,2017,gmc,excellent,gas,65610
865,4799,1999,chevrolet,like new,gas,175000
866,21000,2011,infiniti,excellent,gas,105175
867,15500,2013,chevrolet,good,gas,199000
868,14900,2015,cadillac,good,gas,115000
869,31990,2017,acura,good,hybrid,72478
870,34590,2010,chevrolet,good,gas,20182
871,32990,2020,gmc,good,gas,8885
872,14500,2015,jeep,like new,gas,94449
873,3200,2009,chrysler,good,gas,223000
874,5999,2013,ford,good,gas,113203
875,5500,2008,ford,good,gas,215766
876,6500,2006,lexus,excellent,gas,155000
877,3500,2007,honda,good,gas,6487
878,8500,2015,ford,like new,gas,57953
879,28990,2020,volkswagen,good,gas,4771
880,30990,2015,toyota,good,gas,34375
881,23800,2014,ford,excellent,gas,131900
882,34500,2017,mercedes-benz,excellent,gas,52053
883,51400,2020,ford,excellent,gas,7215
884,28895,2019,buick,excellent,gas,26013
885,31995,2015,chevrolet,excellent,gas,128131
886,8500,2007,toyota,excellent,gas,129700
887,5999,2014,chevrolet,good,gas,91503
888,33995,2015,chevrolet,excellent,gas,105751
889,21995,2016,nissan,excellent,gas,28901
890,3995,2019,ram,like new,gas,33000
891,26995,2017,bmw,excellent,gas,51143
892,84995,2018,jeep,excellent,gas,21972
893,3700,2011,chevrolet,excellent,gas,140000
894,4800,2010,chevrolet,excellent,gas,117952
895,16590,2019,hyundai,good,gas,31919
896,10500,2016,chevrolet,good,gas,68968
897,16990,2016,kia,good,gas,17631
898,28590,2019,volkswagen,good,gas,2907
899,31590,2019,gmc,good,gas,5128
900,29590,2018,dodge,good,gas,21738
901,19990,2016,ford,good,gas,39044
902,38900,2020,ford,excellent,gas,42400
903,2500,2005,buick,good,gas,207000
904,16995,2019,volkswagen,excellent,gas,9354
905,32000,2011,ford,excellent,diesel,155616
906,36000,2018,ford,excellent,gas,38212
907,19000,2019,mitsubishi,excellent,gas,22301
908,38000,2008,ford,fair,diesel,215000
909,9495,2015,chevrolet,excellent,gas,70864
910,12000,2019,mitsubishi,excellent,gas,33351
911,26000,2019,jeep,like new,gas,41000
912,24000,2019,chevrolet,like new,gas,23000
913,15500,2019,chevrolet,excellent,gas,32750
914,20995,2018,chevrolet,excellent,gas,70908
915,28900,2015,audi,like new,gas,102890
916,4495,2001,chevrolet,good,gas,233000
917,5500,2010,dodge,good,gas,125130
918,5900,2011,ford,good,gas,154000
919,4500,2004,chevrolet,excellent,gas,100000
920,4600,2005,ford,good,gas,238000
921,4900,2011,chevrolet,good,gas,152000
922,15800,2015,ford,excellent,gas,156100
923,22000,2017,jeep,like new,gas,50000
924,28223,2021,ford,excellent,gas,2022
925,5500,2001,ford,good,gas,179000
926,3900,2006,saturn,good,gas,135000
927,4500,2004,ford,good,gas,190000
928,18590,2017,ford,good,gas,38545
929,39990,2019,chevrolet,good,gas,9802
930,16995,2019,volkswagen,excellent,gas,14705
931,20000,1998,ram,excellent,gas,79900
932,5900,2011,gmc,good,gas,174000
933,16500,2006,gmc,excellent,diesel,211000
934,4495,2008,saturn,excellent,diesel,160234
935,20900,2011,chevrolet,good,diesel,196000
936,4895,2009,gmc,excellent,gas,140000
937,2995,2004,mitsubishi,excellent,gas,120000
938,4895,2005,lincoln,excellent,gas,150000
939,3895,2009,ford,good,gas,130000
940,4500,2008,toyota,excellent,hybrid,199000
941,22995,2018,gmc,excellent,gas,30160
942,3999,2008,honda,good,gas,136000
943,12900,2008,porsche,like new,gas,84000
944,12900,2015,audi,like new,gas,124000
945,4900,2006,infiniti,excellent,gas,176000
946,11900,2011,volkswagen,like new,diesel,61000
947,38300,2019,ford,excellent,gas,31962
948,9950,2011,kia,like new,gas,91200
949,13000,2017,mitsubishi,excellent,gas,95594
950,6900,2012,chevrolet,excellent,gas,171000
951,12900,2013,bmw,excellent,gas,174000
952,7900,2013,volkswagen,excellent,gas,137000
953,9900,2013,ford,excellent,gas,113000
954,12900,2011,bmw,like new,gas,87000
955,9900,2008,audi,excellent,gas,115000
956,11900,2012,mercedes-benz,excellent,gas,87000
957,7900,2010,cadillac,excellent,gas,126000
958,16995,2014,ford,good,gas,112041
959,6995,2009,chrysler,good,gas,126544
960,8995,2015,dodge,good,gas,175465
961,7495,2013,buick,good,gas,118298
962,19495,2016,lincoln,good,gas,89498
963,6495,2013,dodge,good,gas,122642
964,14495,2011,dodge,good,gas,95394
965,25995,2015,chevrolet,good,gas,76396
966,3495,2009,kia,good,gas,205378
967,4495,2010,dodge,excellent,gas,104243
968,4495,2012,chevrolet,excellent,gas,158520
969,33990,2018,cadillac,good,gas,27459
970,4900,2009,chevrolet,good,gas,112000
971,35590,2018,mercedes-benz,good,gas,17327
972,4495,2007,chevrolet,excellent,gas,168259
973,5495,2012,chevrolet,excellent,gas,147534
974,6000,2012,ford,like new,gas,126340
975,6995,2011,bmw,excellent,gas,119986
976,4700,2014,ford,excellent,gas,162000
977,6800,2013,chevrolet,like new,gas,162100
978,10000,2010,lexus,good,gas,155500
979,6900,2009,lincoln,good,gas,150000
980,22995,2007,ram,good,diesel,223830
981,22995,2011,ford,good,gas,200800
982,49995,2014,ram,good,diesel,85404
983,31995,2012,gmc,good,diesel,189468
984,34995,2016,ford,good,diesel,120379
985,29995,2016,gmc,good,gas,140005
986,21995,2015,jeep,good,gas,64653
987,75995,2019,mercedes-benz,excellent,gas,44608
988,8900,2014,chevrolet,good,gas,159000
989,2995,2010,chrysler,excellent,gas,129000
990,13600,2007,cadillac,like new,gas,136975
991,7995,2010,chevrolet,like new,gas,114678
992,16995,2012,chevrolet,excellent,gas,60609
993,3250,2006,bmw,fair,gas,149000
994,5500,2011,ford,excellent,gas,137000
995,29900,2011,dodge,good,diesel,138613
996,11900,2016,gmc,like new,gas,180100
997,5800,2008,chrysler,good,gas,116000
998,6000,2011,chevrolet,excellent,gas,117255
999,5995,2010,dodge,excellent,gas,95377
1000,2500,2009,chrysler,fair,gas,200000
1001,4495,2006,jeep,excellent,gas,176590
1002,5995,2003,lincoln,excellent,gas,81799
1003,11995,2001,porsche,excellent,gas,71000
1004,5995,2009,pontiac,excellent,gas,131286
1005,5995,2006,infiniti,excellent,gas,203459
1006,5995,2009,chevrolet,excellent,gas,133348
1007,16995,2018,buick,excellent,gas,32043
1008,4495,2008,chrysler,excellent,gas,141065
1009,18000,2011,lincoln,excellent,gas,113637
1010,32000,2017,ram,excellent,gas,40575
1011,10900,2009,jeep,good,gas,181000
1012,16995,2017,volkswagen,excellent,gas,35619
1013,90500,2020,ford,excellent,gas,37800
1014,2700,2014,dodge,excellent,gas,188000
1015,24590,2014,lexus,good,gas,60987
1016,6000,2013,chrysler,excellent,gas,157398
1017,17750,2017,nissan,excellent,gas,79500
1018,15900,2009,gmc,excellent,gas,108239
1019,28999,2012,bmw,excellent,gas,93889
1020,12999,2016,nissan,excellent,gas,121306
1021,17900,2011,ram,excellent,gas,116290
1022,16450,2014,ram,excellent,gas,156627
1023,22500,2014,dodge,new,gas,33500
1024,2800,2005,pontiac,good,gas,114000
1025,6900,2009,jeep,good,gas,144000
1026,5995,2003,ford,excellent,gas,136060
1027,3995,2005,toyota,excellent,gas,169445
1028,2000,2011,chevrolet,excellent,gas,173000
1029,4000,2008,chevrolet,like new,gas,100000
1030,13900,2011,lexus,excellent,gas,113500
1031,49999,2020,chevrolet,new,gas,49999
1032,5999,2011,mercury,excellent,gas,65130
1033,4650,2009,ford,excellent,gas,61376
1034,5595,2012,chrysler,excellent,gas,79772
1035,23500,2018,ford,like new,gas,48000
1036,10995,2014,gmc,excellent,gas,131602
1037,5000,2013,chevrolet,good,gas,136000
1038,11500,2014,lincoln,good,gas,84000
1039,15900,2017,ram,good,gas,58000
1040,25800,2017,jeep,like new,gas,62000
1041,6900,2013,ford,excellent,gas,128000
1042,21750,2017,ford,excellent,gas,55531
1043,6980,2020,buick,excellent,gas,114000
1044,6495,2013,dodge,excellent,gas,167000
1045,4000,2009,gmc,good,gas,177300
1046,8950,2011,ford,excellent,gas,168000
1047,6500,2002,chevrolet,good,diesel,177000
1048,3400,2004,ford,good,gas,146400
1049,54900,2019,gmc,excellent,gas,13500
1050,17500,2018,ford,like new,gas,38000
1051,4500,2007,jeep,good,gas,106000
1052,22990,2018,volkswagen,good,gas,9303
1053,16900,2012,chevrolet,good,gas,141000
1054,17500,2019,ford,excellent,gas,27500
1055,11500,2013,mercedes-benz,excellent,gas,128000
1056,35990,2019,mini,good,gas,9508
1057,17900,2020,chevrolet,excellent,gas,17500
1058,6250,2008,chrysler,excellent,gas,88192
1059,32990,2020,hyundai,good,gas,1343
1060,7700,2013,chevrolet,excellent,gas,111000
1061,22990,2012,acura,good,gas,11878
1062,41000,2018,bmw,excellent,gas,38000
1063,4999,2010,chrysler,excellent,gas,225000
1064,38990,2020,ford,good,gas,5241
1065,12900,2012,lincoln,good,gas,151000
1066,4600,2007,dodge,fair,gas,155407
1067,28990,2019,subaru,good,gas,26034
1068,4000,2005,gmc,good,gas,200000
1069,15990,2010,audi,good,gas,75159
1070,22590,2012,dodge,good,gas,56075
1071,2200,2004,ford,good,gas,137644
1072,4000,2000,jeep,fair,gas,115162
1073,5800,2007,ford,excellent,gas,58100
1074,11500,2006,ford,excellent,gas,100000
1075,10000,2015,ford,excellent,gas,44000
1076,14800,2016,subaru,excellent,gas,37000
1077,12000,2015,buick,excellent,gas,60000
1078,14800,2014,chrysler,excellent,gas,83000
1079,8500,2016,nissan,good,gas,117100
1080,38990,2018,bmw,good,hybrid,24235
1081,3800,2004,buick,like new,gas,144000
1082,11750,1982,chevrolet,excellent,gas,60000
1083,32990,2019,volkswagen,good,gas,3896
1084,36800,2020,chevrolet,like new,gas,20500
1085,75850,2019,lincoln,excellent,gas,12500
1086,35850,2017,mercedes-benz,excellent,gas,56950
1087,19850,2015,audi,excellent,gas,81200
1088,2600,2013,chrysler,excellent,gas,122000
1089,15995,2013,jeep,excellent,gas,171834
1090,12995,2013,ford,like new,gas,128061
1091,29995,2015,ford,excellent,gas,72025
1092,9995,2012,ford,like new,gas,109329
1093,9995,2013,chrysler,like new,gas,120316
1094,21590,2012,jaguar,good,gas,27537
1095,36995,2019,cadillac,like new,gas,17956
1096,6900,2012,ford,good,gas,192000
1097,16995,2012,chrysler,like new,gas,119992
1098,23590,2016,hyundai,good,gas,43562
1099,15590,2016,kia,good,gas,53066
1100,3750,1986,mercedes-benz,excellent,diesel,146000
1101,8400,2014,ford,excellent,gas,34500
1102,33995,2019,bmw,excellent,gas,11431
1103,32995,2020,bmw,like new,gas,17651
1104,54995,2018,bmw,like new,gas,32911
1105,51995,2018,bmw,like new,gas,35375
1106,65995,2019,dodge,excellent,gas,18653
1107,29995,2019,chevrolet,excellent,gas,15956
